URL,Name,UserName,Alliance,Region,MilSize,MilTech,MilTrain,GDP,Airforce,LastOnline,Alignment,EcoSys,Industry,RMProd,OilProd,Uranium,NukeReactor,Reputation,Territory
http://www.blocgame.com/stats.php?id=42788,PussyMoneyWeed,mittromney,UFN,Amazonia,178,8,4,6984,Very Powerful,18,Soviet Union ,Central Planning,5,91,5,0,0,Gandhi-like,45432
http://www.blocgame.com/stats.php?id=41380,memeistan,localpleb,Dictators United,Amazonia,165,8,4,7253,Very Powerful,48,Soviet Union ,Central Planning,5,57,24,0,0,Gandhi-like,30418
http://www.blocgame.com/stats.php?id=45831,Zinlandia,Alaah,The Federal Colonies,Amazonia,145,8,4,10468,Large,27,Neutral ,Central Planning,7,131,23,0,0,Gandhi-like,65297
http://www.blocgame.com/stats.php?id=45924,Conga,NerdCrusher420,New Lunar Republic,Amazonia,140,8,3,4493,Large,143,Neutral ,Mixed Economy,4,73,24,0,0,Gandhi-like,48459
http://www.blocgame.com/stats.php?id=45901,Silly Hats,Fezz,New Lunar Republic,Amazonia,138,9,4,4040,Very Powerful,0,United States ,Free Market,4,96,20,0,0,Gandhi-like,52457
http://www.blocgame.com/stats.php?id=40332,Brasil,Medici,The Federal Colonies,Amazonia,132,9,5,14220,Very Powerful,4,United States ,Free Market,8,90,33,0,0,Gandhi-like,46010
http://www.blocgame.com/stats.php?id=46667,Pink,Rosy Maple Moth,New Lunar Republic,Amazonia,131,8,4,10537,Very Powerful,47,United States ,Mixed Economy,6,105,14,0,0,Gandhi-like,61486
http://www.blocgame.com/stats.php?id=46394,Greater Éire,Michael Collins,New Lunar Republic,Amazonia,130,8,5,5970,Very Powerful,3,United States ,Free Market,4,68,17,0,0,Gandhi-like,44664
http://www.blocgame.com/stats.php?id=45526,Reisstarke,nautic,Brotherhood of Zion,Amazonia,119,9,5,9833,Very Powerful,6,United States ,Free Market,6,71,24,0,0,Nice,69455
http://www.blocgame.com/stats.php?id=43475,Mainila,Panssarimies,/int/elligentsia,Amazonia,117,9,5,11583,Very Powerful,16,United States ,Mixed Economy,5,66,8,0,0,Gandhi-like,55090
http://www.blocgame.com/stats.php?id=44577,Saganou,Aydreean,The Federal Colonies,Amazonia,109,5,4,7605,Large,5,Neutral ,Free Market,3,18,8,0,0,Gandhi-like,13477
http://www.blocgame.com/stats.php?id=39071,Eretz Yisrael,Mighty Bjørn,JIDF,Amazonia,108,9,5,8416,Very Powerful,14,United States ,Free Market,6,78,5,0,0,Gandhi-like,43941
http://www.blocgame.com/stats.php?id=46894,Promethea,cocchi,INNAWDS,Amazonia,100,7,5,3208,Very Powerful,5,United States ,Free Market,3,61,17,0,0,Gandhi-like,36892
http://www.blocgame.com/stats.php?id=40588,Luxembourg,JackFabs,Brotherhood of Zion,Amazonia,92,6,5,5690,Large,12,Soviet Union ,Mixed Economy,3,33,30,0,0,Isolated,13987
http://www.blocgame.com/stats.php?id=45846,Mmhat,Homermustdie,Executive Outcomes,Amazonia,89,7,5,8843,Very Powerful,3,United States ,Mixed Economy,7,80,18,0,0,Gandhi-like,39922
http://www.blocgame.com/stats.php?id=43470,Pterodactyla,Pterry,The Dino Reich,Amazonia,82,8,5,7090,Very Powerful,9,United States ,Free Market,5,63,16,1,0,Nice,58081
http://www.blocgame.com/stats.php?id=47487,Quake,Quaker,Brotherhood of Zion,Amazonia,75,5,4,5418,Somewhat Large,0,Neutral ,Mixed Economy,2,33,4,0,0,Gandhi-like,39090
http://www.blocgame.com/stats.php?id=46888,Soviet Russia,wolfe,Che Guevara League,Amazonia,75,3,4,2819,Small,15,Soviet Union ,Central Planning,2,11,19,0,0,Gandhi-like,16547
http://www.blocgame.com/stats.php?id=46022,Spitfire,Alfa1561,New Lunar Republic,Amazonia,68,4,1,1893,Very Powerful,75,Neutral ,Mixed Economy,2,8,4,0,0,Normal,30529
http://www.blocgame.com/stats.php?id=45527,FreakTopia,Remington Steel ,The Federal Colonies,Amazonia,66,8,5,7506,Very Powerful,0,Neutral ,Mixed Economy,4,47,26,0,0,Gandhi-like,23828
http://www.blocgame.com/stats.php?id=48181,New Burgundy,Magnato,The Federal Colonies,Amazonia,61,5,4,2457,None,29,Neutral ,Central Planning,2,32,8,0,0,Gandhi-like,20000
http://www.blocgame.com/stats.php?id=44183,Breaking Bad,Walter Heisenberg White,SPQR,Amazonia,57,7,1,6514,Large,1,Soviet Union ,Mixed Economy,4,32,15,0,0,Gandhi-like,19625
http://www.blocgame.com/stats.php?id=43925,Malacivitas,hlly,Comintern,Amazonia,57,2,4,5170,Powerful,37,Soviet Union ,Central Planning,3,26,19,0,0,Gandhi-like,6988
http://www.blocgame.com/stats.php?id=47769,Huplimble,Direef,Worldwide Army,Amazonia,56,2,1,2706,None,183,Neutral ,Mixed Economy,0,2,0,0,0,Gandhi-like,13751
http://www.blocgame.com/stats.php?id=48603,Apeland,APEMAN,Comintern,Amazonia,51,3,5,1971,Small,3,Soviet Union ,Mixed Economy,1,25,10,0,0,Gandhi-like,27283
http://www.blocgame.com/stats.php?id=46041,Veganism,VeganDictator,Vegan Militantos,Amazonia,50,7,5,3588,Mediocre,20,Soviet Union ,Mixed Economy,2,43,16,0,0,Nice,22530
http://www.blocgame.com/stats.php?id=48630,Fastistan,Rabbi Tsanic,The Dark Brotherhood,Amazonia,50,6,4,2756,Powerful,0,Soviet Union ,Mixed Economy,3,22,10,0,0,Isolated,58257
http://www.blocgame.com/stats.php?id=6292,Ausfailia ,Bob Hawke ,The Federal Colonies,Amazonia,46,5,2,6858,Large,115,Soviet Union ,Central Planning,3,13,9,0,0,Gandhi-like,21078
http://www.blocgame.com/stats.php?id=48602,Sindra,lolderpface,Che Guevara League,Amazonia,43,4,5,1559,Small,0,Soviet Union ,Central Planning,0,5,3,0,0,Gandhi-like,23217
http://www.blocgame.com/stats.php?id=42490,Gharin,James Oakwood,Che Guevara League,Amazonia,33,4,2,4551,Mediocre,103,Soviet Union ,Mixed Economy,2,13,13,0,0,Gandhi-like,5205
http://www.blocgame.com/stats.php?id=41236,MTNRGuania,mtnrg,None,Amazonia,33,4,5,2892,Somewhat Large,14,Neutral ,Central Planning,1,6,4,0,0,Gandhi-like,12980
http://www.blocgame.com/stats.php?id=48017,Weaboos,hikiko,None,Amazonia,32,4,5,2296,Somewhat Large,3,Soviet Union ,Central Planning,1,18,13,0,0,Normal,16650
http://www.blocgame.com/stats.php?id=46355,Ambra,Alfonso,Brotherhood of Zion,Amazonia,31,9,1,3483,Very Powerful,0,Neutral ,Mixed Economy,4,80,14,0,0,Questionable,63109
http://www.blocgame.com/stats.php?id=43677,TigerNation,Tornadotiger13,Brotherhood of Zion,Amazonia,29,5,3,3062,Mediocre,60,United States ,Mixed Economy,2,14,5,0,0,Gandhi-like,24238
http://www.blocgame.com/stats.php?id=46331,llIIlllIIlIl,Mistwine,New Lunar Republic,Amazonia,22,7,5,7725,Powerful,80,United States ,Mixed Economy,4,38,19,0,0,Gandhi-like,41568
http://www.blocgame.com/stats.php?id=48836,Tigrone ,josiew ,Vegan Militantos,Amazonia,19,3,5,987,Small,6,Soviet Union ,Free Market,1,5,3,0,0,Angelic,20000
http://www.blocgame.com/stats.php?id=48869,Violent Vegans,SnakeBombs,Vegan Militantos,Amazonia,15,2,2,935,None,1,Neutral ,Mixed Economy,1,7,5,0,0,Gandhi-like,20000
http://www.blocgame.com/stats.php?id=48234,Mayanga,onizuka,Comintern,Amazonia,14,5,5,2958,Small,8,Neutral ,Free Market,2,19,8,0,0,Gandhi-like,25508
http://www.blocgame.com/stats.php?id=43336,Brontoland,Brontosaurus,The Dino Reich,Amazonia,13,9,5,2901,Mediocre,1,United States ,Free Market,6,123,30,0,0,Good,61480
http://www.blocgame.com/stats.php?id=48253,Khiondrezna,Polyoxide,Comintern,Amazonia,9,4,5,2056,Mediocre,62,Neutral ,Mixed Economy,1,12,8,0,0,Gandhi-like,16216
http://www.blocgame.com/stats.php?id=48884,Efrafan Warren,General Woundwart,Vegan Militantos,Amazonia,9,3,4,638,None,43,Neutral ,Mixed Economy,1,14,5,0,0,Nice,29720
http://www.blocgame.com/stats.php?id=46876,/k/ompound,Ivan the Remover,INNAWDS,Amazonia,8,7,5,5059,Large,16,Neutral ,Free Market,3,46,9,0,0,Good,35119
http://www.blocgame.com/stats.php?id=48619,The Amazon,Commissar Deri,None,Amazonia,8,3,1,164,Meagre,199,Neutral ,Mixed Economy,0,6,2,0,0,Questionable,20000
http://www.blocgame.com/stats.php?id=41712,New Netherland,Medibee,None,Amazonia,8,3,2,61,None,38,Neutral ,Mixed Economy,0,2,0,0,0,Questionable,20000
http://www.blocgame.com/stats.php?id=48910,Maczana,vedian,None,Amazonia,8,2,1,161,None,202,Neutral ,Mixed Economy,0,2,0,0,0,Questionable,20000
http://www.blocgame.com/stats.php?id=48873,Sillybum,WizardsWild,None,Amazonia,8,2,1,135,None,227,Neutral ,Mixed Economy,0,2,0,0,0,Normal,20000
http://www.blocgame.com/stats.php?id=48569,Ballonia,Jose Tomer,None,Amazonia,7,3,4,1402,None,14,Soviet Union ,Central Planning,1,10,8,0,0,Gandhi-like,9361
http://www.blocgame.com/stats.php?id=48125,Kandos,Mann551,The Federal Colonies,Amazonia,7,2,1,1999,None,229,Soviet Union ,Mixed Economy,1,5,3,0,0,Gandhi-like,16335
http://www.blocgame.com/stats.php?id=48678,Bronzil,rick121br,None,Amazonia,6,2,1,105,None,21,Neutral ,Mixed Economy,0,3,0,0,0,Questionable,20000
http://www.blocgame.com/stats.php?id=43501,qweaap,qweef,The Federal Colonies,Amazonia,5,5,1,5474,None,43,United States ,Central Planning,2,41,3,0,0,Questionable,11188
http://www.blocgame.com/stats.php?id=46865,thehood,hoodniqqa,Brotherhood of Zion,Amazonia,3,7,5,1654,Large,5,Soviet Union ,Central Planning,3,60,15,0,0,Questionable,32293
http://www.blocgame.com/stats.php?id=46887,Aydindril,Kantras,INNAWDS,Amazonia,3,6,4,509,None,6,Neutral ,Mixed Economy,2,31,7,0,0,Questionable,12091
http://www.blocgame.com/stats.php?id=46413,Carthago,Jacob Hemlock,Dictators United,Amazonia,3,3,1,295,Meagre,32,Neutral ,Mixed Economy,1,30,16,0,0,Normal,19717
http://www.blocgame.com/stats.php?id=48414,Smack a pimp,Smack A Bitch,None,Amazonia,1,2,1,861,None,230,Neutral ,Mixed Economy,0,3,0,0,0,Gandhi-like,13477
http://www.blocgame.com/stats.php?id=43452,Obfuscata,sayel,BAMF,Arabia,291,8,4,6036,Very Powerful,18,United States ,Free Market,8,70,38,0,0,Gandhi-like,73525
http://www.blocgame.com/stats.php?id=43351,Greekrules,General Humphreys,The Federal Colonies,Arabia,279,9,3,11210,Very Powerful,7,United States ,Free Market,8,73,86,0,0,Gandhi-like,73728
http://www.blocgame.com/stats.php?id=40011,Swadia,SonnyJack,BAMF,Arabia,279,9,5,9806,Very Powerful,0,Neutral ,Mixed Economy,8,90,58,1,0,Gandhi-like,44966
http://www.blocgame.com/stats.php?id=39037,Vizio,linkbro,New Lunar Republic,Arabia,279,9,5,9432,Very Powerful,2,United States ,Free Market,8,97,84,0,0,Gandhi-like,85266
http://www.blocgame.com/stats.php?id=40102,Levantia,Suleiman,Blood Crescent,Arabia,265,9,5,14125,Very Powerful,7,Soviet Union ,Central Planning,12,101,115,1,5,Gandhi-like,87702
http://www.blocgame.com/stats.php?id=40564,World,Dehaj,Brotherhood of Zion,Arabia,259,9,5,9186,Very Powerful,14,Soviet Union ,Central Planning,9,123,101,0,0,Gandhi-like,63474
http://www.blocgame.com/stats.php?id=40613,Saxony,The Angelic Process,BAMF,Arabia,239,9,4,10028,Very Powerful,1,Soviet Union ,Central Planning,8,62,58,0,0,Gandhi-like,56758
http://www.blocgame.com/stats.php?id=40839,Panopticon,Augustine Aleph,SPQR,Arabia,238,9,4,8857,Very Powerful,28,Soviet Union ,Central Planning,8,79,63,0,0,Gandhi-like,39208
http://www.blocgame.com/stats.php?id=40139,New Arizona,fivexthethird,/int/ernational,Arabia,236,9,5,9339,Very Powerful,0,United States ,Free Market,9,72,95,0,0,Gandhi-like,37369
http://www.blocgame.com/stats.php?id=46097,Tarem,Mosshadow,The Sealion League,Arabia,233,9,5,6627,Very Powerful,4,Soviet Union ,Central Planning,5,62,42,0,0,Questionable,57514
http://www.blocgame.com/stats.php?id=40886,Peace,HeartBreakerHisao,BAMF,Arabia,208,9,4,5053,Very Powerful,101,Soviet Union ,Central Planning,6,70,68,0,0,Gandhi-like,34852
http://www.blocgame.com/stats.php?id=46974,Smashingstan,Nigel Thornberry,SPQR,Arabia,200,8,5,10904,Very Powerful,1,Soviet Union ,Central Planning,5,63,47,0,0,Gandhi-like,63284
http://www.blocgame.com/stats.php?id=43563,Aqator,Decaying Fetus,BAMF,Arabia,200,8,5,8804,Very Powerful,8,Soviet Union ,Central Planning,5,40,59,0,0,Gandhi-like,19602
http://www.blocgame.com/stats.php?id=39032,Hell,Hellhammer,BAMF,Arabia,198,9,5,15393,Very Powerful,0,United States ,Free Market,12,150,100,0,0,Gandhi-like,87564
http://www.blocgame.com/stats.php?id=40916,Kebabi Arabia,Muhammad al-Kebab,BAMF,Arabia,198,9,5,9109,Very Powerful,2,United States ,Central Planning,8,74,49,0,0,Gandhi-like,36856
http://www.blocgame.com/stats.php?id=37277,Kebabistan,awegner,The Federal Colonies,Arabia,198,9,5,8525,Very Powerful,7,Soviet Union ,Central Planning,8,69,46,0,5,Gandhi-like,33805
http://www.blocgame.com/stats.php?id=41498,Judea,ShlomoShekelstein,BAMF,Arabia,198,9,2,7663,Very Powerful,58,United States ,Mixed Economy,5,80,50,0,0,Gandhi-like,39624
http://www.blocgame.com/stats.php?id=44560,Pauloria,polr13,Non-Aligned Movement,Arabia,194,9,5,8359,Very Powerful,16,Neutral ,Mixed Economy,6,43,54,0,0,Gandhi-like,21036
http://www.blocgame.com/stats.php?id=40673,Shekelia,Shekelberg,SPQR,Arabia,191,9,3,1919,Powerful,10,Soviet Union ,Central Planning,5,56,32,0,0,Angelic,63214
http://www.blocgame.com/stats.php?id=40592,Saddle Arabia,The Hatter,New Lunar Republic,Arabia,180,8,5,5269,Very Powerful,6,United States ,Free Market,4,51,70,0,0,Gandhi-like,25301
http://www.blocgame.com/stats.php?id=40068,The Abarat,John Mischeif,BAMF,Arabia,179,9,4,3356,Very Powerful,5,United States ,Mixed Economy,7,61,42,1,0,Gandhi-like,40049
http://www.blocgame.com/stats.php?id=46462,Vikingland,Sauli_Niinistö,Blood Crescent,Arabia,177,9,2,7161,Very Powerful,6,Soviet Union ,Central Planning,6,42,30,0,0,Gandhi-like,40452
http://www.blocgame.com/stats.php?id=40440,DerpSideistan,GeneralDerpSide,Dictators United,Arabia,177,8,5,8541,Very Powerful,9,United States ,Free Market,8,84,41,0,0,Gandhi-like,52524
http://www.blocgame.com/stats.php?id=43270,Thackeroy,The Best of Goys,BAMF,Arabia,172,7,5,6226,Very Powerful,0,Neutral ,Mixed Economy,4,62,68,0,0,Good,30989
http://www.blocgame.com/stats.php?id=40271,Britanistan,Rehepapi,BAMF,Arabia,171,9,5,8637,Very Powerful,8,Neutral ,Mixed Economy,8,82,83,0,0,Gandhi-like,40800
http://www.blocgame.com/stats.php?id=40344,automatica,dable,The Federal Colonies,Arabia,154,9,5,11003,Very Powerful,8,United States ,Mixed Economy,9,111,72,0,0,Nice,85940
http://www.blocgame.com/stats.php?id=46519,Yazu,Goobi,Brotherhood of Zion,Arabia,149,7,5,6192,Very Powerful,26,United States ,Mixed Economy,4,55,37,0,0,Gandhi-like,42793
http://www.blocgame.com/stats.php?id=40303,Cadia,Castore_Augustus,SPQR,Arabia,148,7,3,8437,Very Powerful,56,Soviet Union ,Mixed Economy,7,47,28,0,0,Gandhi-like,23429
http://www.blocgame.com/stats.php?id=47168,Inglewood,Curtis Jackson III,Brotherhood of Nod,Arabia,141,6,4,3457,Very Powerful,8,Neutral ,Mixed Economy,4,21,14,0,5,Gandhi-like,30193
http://www.blocgame.com/stats.php?id=40336,DixonCiderstan,Richard Hardcock,Blood Crescent,Arabia,138,9,5,13008,Very Powerful,18,United States ,Mixed Economy,8,77,63,0,0,Gandhi-like,38029
http://www.blocgame.com/stats.php?id=45745,Huge Eldorado,Rarity,SPQR,Arabia,137,8,5,5435,Very Powerful,21,United States ,Free Market,4,32,45,0,0,Gandhi-like,23856
http://www.blocgame.com/stats.php?id=43083,Freedumbs,Freedumbs,None,Arabia,135,6,3,1949,Very Powerful,1,Soviet Union ,Central Planning,2,21,30,0,0,Gandhi-like,27000
http://www.blocgame.com/stats.php?id=40156,Machefe,Kavaloosh,The Sealion League,Arabia,132,9,5,7867,Very Powerful,18,Soviet Union ,Central Planning,8,72,88,0,0,Gandhi-like,35753
http://www.blocgame.com/stats.php?id=46975,The Towel Heads,Habib,SPQR,Arabia,130,7,4,7904,Somewhat Large,18,Soviet Union ,Central Planning,4,27,15,0,0,Gandhi-like,37513
http://www.blocgame.com/stats.php?id=39075,Blackwater,Roberts,Caliphate,Arabia,128,9,3,6192,Large,1,Soviet Union ,Mixed Economy,7,82,92,0,0,Gandhi-like,26050
http://www.blocgame.com/stats.php?id=48297,Jewish Oblast,Ben Garisson,UFN,Arabia,123,8,5,6581,Very Powerful,0,United States ,Free Market,4,71,82,0,0,Angelic,66515
http://www.blocgame.com/stats.php?id=40759,Utopia,Ozymandias,Yotsuba&!,Arabia,121,9,5,5655,Very Powerful,3,Neutral ,Mixed Economy,11,77,66,0,0,Normal,136142
http://www.blocgame.com/stats.php?id=40630,Masyaf,Rashid ad-Din Sinan,Blood Crescent,Arabia,118,9,5,10234,Very Powerful,0,Neutral ,Mixed Economy,8,105,50,0,0,Gandhi-like,52174
http://www.blocgame.com/stats.php?id=43156,Buttfukistan,Megamaw,Non-Aligned Movement,Arabia,117,9,5,4402,Very Powerful,4,Neutral ,Free Market,4,56,56,0,0,Gandhi-like,46027
http://www.blocgame.com/stats.php?id=47113,Free Land,Khaled Al Fatan,Brotherhood of Zion,Arabia,116,6,3,5454,Powerful,8,Neutral ,Central Planning,4,33,18,0,0,Gandhi-like,38714
http://www.blocgame.com/stats.php?id=46607,Haboob,Abdullah Oblongata,Dictators United,Arabia,113,8,4,5758,Very Powerful,0,Soviet Union ,Central Planning,4,58,46,1,0,Angelic,41057
http://www.blocgame.com/stats.php?id=9620,North Oman,WISD0MTREE,Dictators United,Arabia,110,8,5,9400,Very Powerful,5,Neutral ,Free Market,5,63,72,0,0,Gandhi-like,43913
http://www.blocgame.com/stats.php?id=47228,Palestan,Commiekin,Brotherhood of Nod,Arabia,110,7,3,5515,Very Powerful,3,Soviet Union ,Central Planning,4,64,31,0,0,Gandhi-like,35747
http://www.blocgame.com/stats.php?id=42879,Trapistan,Tentacle Grape,BAMF,Arabia,109,8,3,7573,Somewhat Large,5,Neutral ,Mixed Economy,5,43,28,0,0,Gandhi-like,41730
http://www.blocgame.com/stats.php?id=44749,Saudee Arabia,hmjki,SPQR,Arabia,107,6,5,7970,Very Powerful,11,Neutral ,Mixed Economy,5,33,30,0,0,Gandhi-like,16250
http://www.blocgame.com/stats.php?id=47764,al-Fujayrah,Ibn al-Sharqi,Brotherhood of Zion,Arabia,102,6,5,5333,Large,6,United States ,Mixed Economy,4,14,35,0,0,Angelic,45076
http://www.blocgame.com/stats.php?id=48165,Alrightistan,Ace Ventura,Dictators United,Arabia,100,6,4,2504,Powerful,11,Soviet Union ,Central Planning,2,42,12,0,0,Nice,29903
http://www.blocgame.com/stats.php?id=40065,Plebistan,PlebLeader,INNAWDS,Arabia,99,9,5,1010,Large,0,Soviet Union ,Central Planning,5,69,57,0,0,Good,18987
http://www.blocgame.com/stats.php?id=46292,new shekelstan,mrluxx0,/int/elligentsia,Arabia,99,8,4,5877,Very Powerful,22,United States ,Free Market,5,57,49,0,5,Gandhi-like,36930
http://www.blocgame.com/stats.php?id=47392,Ice cream,Mayor McCheese,SPQR,Arabia,98,7,4,2818,Very Powerful,9,United States ,Free Market,3,62,51,0,0,Gandhi-like,63806
http://www.blocgame.com/stats.php?id=41414,Utica,jobosno,Caliphate,Arabia,97,7,5,6336,Very Powerful,13,United States ,Free Market,2,27,80,0,0,Gandhi-like,7200
http://www.blocgame.com/stats.php?id=47947,Muslimism,al-Baghdadi,/int/ernational,Arabia,92,6,5,5969,Large,5,Soviet Union ,Central Planning,3,17,5,0,0,Normal,48118
http://www.blocgame.com/stats.php?id=47831,istan,General Augustus Quimby,The Federal Colonies,Arabia,91,5,5,6076,Large,12,Soviet Union ,Central Planning,6,68,52,0,0,Gandhi-like,45586
http://www.blocgame.com/stats.php?id=48211,Ziwataland,Mustard,Roganopolis,Arabia,90,6,3,4836,Somewhat Large,14,Soviet Union ,Central Planning,3,33,45,0,0,Good,42461
http://www.blocgame.com/stats.php?id=47776,Hacking Inc,Xwing669,SPQR,Arabia,88,8,5,7338,Mediocre,0,United States ,Free Market,4,38,28,0,0,Gandhi-like,54634
http://www.blocgame.com/stats.php?id=48066,Blackgoldistan,Ricardo Klement,/int/ernational,Arabia,86,5,4,3960,Large,79,United States ,Free Market,3,14,14,0,0,Good,44843
http://www.blocgame.com/stats.php?id=48583,HOONIGISTAN,HOON NIG,Oily Alliance v2.0,Arabia,86,5,4,2370,Large,4,Soviet Union ,Mixed Economy,3,25,33,0,0,Gandhi-like,34793
http://www.blocgame.com/stats.php?id=48797,Dwarvenskia,Gnalmar,BAMF,Arabia,85,3,1,840,Small,2,Soviet Union ,Central Planning,1,3,15,0,0,Gandhi-like,28302
http://www.blocgame.com/stats.php?id=39005,Swedeinstan,The_Real_Taylor_Swift,BAMF,Arabia,83,9,4,10438,Very Powerful,1,Neutral ,Free Market,8,82,58,2,0,Gandhi-like,76329
http://www.blocgame.com/stats.php?id=47894,Greater Serbia,Joker,/int/ernational,Arabia,83,7,4,5810,Very Powerful,0,Soviet Union ,Central Planning,4,21,28,0,0,Nice,50747
http://www.blocgame.com/stats.php?id=48449,Bloom II,cblooooom,The Federal Colonies,Arabia,81,5,4,2124,Large,2,United States ,Free Market,2,15,21,0,0,Gandhi-like,33014
http://www.blocgame.com/stats.php?id=41673,Deam,TemplarGamer,BAMF,Arabia,80,9,5,8244,Very Powerful,5,United States ,Mixed Economy,8,63,52,0,0,Normal,44400
http://www.blocgame.com/stats.php?id=41093,Draconia,Dragon Lord,SPQR,Arabia,80,7,5,5877,Powerful,3,United States ,Mixed Economy,4,27,28,0,0,Gandhi-like,12319
http://www.blocgame.com/stats.php?id=40023,Aztlan,Spic,BAMF,Arabia,77,8,5,9759,Powerful,0,Neutral ,Mixed Economy,4,41,71,0,0,Gandhi-like,19897
http://www.blocgame.com/stats.php?id=48588,Totadile,I stole your sweet role,SPQR,Arabia,75,6,5,3166,Small,0,Soviet Union ,Central Planning,2,30,28,0,0,Questionable,43953
http://www.blocgame.com/stats.php?id=47571,Niggla,Aladeen the Great,SPQR,Arabia,65,6,4,3225,Mediocre,7,Soviet Union ,Central Planning,2,32,23,0,0,Normal,38911
http://www.blocgame.com/stats.php?id=48731,Nazi Ferrets,AStingray,SPQR,Arabia,55,5,5,1406,Mediocre,0,Soviet Union ,Central Planning,2,21,22,0,0,Axis of Evil,32949
http://www.blocgame.com/stats.php?id=46486,9gag,greene,None,Arabia,54,3,2,572,Large,105,Neutral ,Mixed Economy,1,10,12,0,0,Questionable,4902
http://www.blocgame.com/stats.php?id=47817,Keltar,SirSlowpoke,Comintern,Arabia,50,4,5,2829,Somewhat Large,7,Soviet Union ,Central Planning,3,25,22,0,0,Gandhi-like,16335
http://www.blocgame.com/stats.php?id=39013,Israelistine,Frank Underwood,OPEC,Arabia,49,5,5,483,Meagre,3,United States ,Mixed Economy,2,16,23,0,0,Angelic,27173
http://www.blocgame.com/stats.php?id=47548,Column,Whitcolumn,Non-Aligned Movement,Arabia,48,5,2,1242,Somewhat Large,0,United States ,Free Market,3,19,16,0,0,Isolated,19460
http://www.blocgame.com/stats.php?id=40488,durkastan,ned kelly ,Yotsuba&!,Arabia,47,9,5,8686,Very Powerful,0,United States ,Free Market,7,89,72,0,0,Gandhi-like,40674
http://www.blocgame.com/stats.php?id=47384,Kitty Hawk,colejo13,The Federal Colonies,Arabia,47,6,5,4397,Large,0,United States ,Free Market,4,41,27,0,0,Gandhi-like,30128
http://www.blocgame.com/stats.php?id=48247,Rajjistan,Rajj,Blood Crescent,Arabia,46,3,1,2022,Mediocre,7,Neutral ,Central Planning,0,14,36,0,0,Gandhi-like,16500
http://www.blocgame.com/stats.php?id=48239,New Sweden,KomradeComa,Yotsuba&!,Arabia,45,6,4,2715,Large,18,Soviet Union ,Central Planning,2,12,28,0,0,Gandhi-like,35423
http://www.blocgame.com/stats.php?id=48700,Marxland,Karl Marx,SPQR,Arabia,45,5,5,1378,Meagre,0,Soviet Union ,Central Planning,2,8,13,0,0,Angelic,32472
http://www.blocgame.com/stats.php?id=47446,Icecrown,Arthas,Executive Outcomes,Arabia,44,7,5,5073,Powerful,8,Soviet Union ,Central Planning,4,54,34,0,0,Gandhi-like,42200
